capture,camera_arm,depth_mode,method,repeat,formal,status,ok,reference_status,reference_corners,reference_rmse_px,center_mm,candidate_center_mm,delta_xyz_mm,center_distance_mm,delta_local_box_axes_mm,rotation_delta_deg,rotation_delta_sym180_deg,yaw_delta_sym180_deg,height_axis_angle_deg,opening_center_delta_mm,algorithm_seconds,fdp_client_seconds,container_wall_seconds,fast_path_seconds,fallback_seconds,fallback_total_seconds,fallback_triggered,rejection_reasons,fallback_reason,oom_killed,exit_code
R02_wrist_charuco_20260915_100308_809523978,right,raw,FDP,rep05,True,accepted,True,available,77,0.3641881048679352,"[771.7207007045168,-9.558798732058172,547.3781232900477]",,"[0.6285555626894812,6.075337531521341,5.761991860668725]",8.39674689506075,"[-6.192266783809403,0.4825876111149888,5.650513224074559]",179.17334454338453,1.7812502522196938,0.871661588596055,1.5777854227432704,"[-0.7162036692599516,4.0891868983422075,7.246175393664012]",1.061516166999354,1.3632123660008801,,,,,,[],,False,0
R02_wrist_charuco_20260915_100308_809523978,right,raw,FDP,warmup,False,accepted,True,available,77,0.3641881048679352,"[771.7207007045168,-9.558798732058172,547.3781232900477]",,"[0.6285555626894812,6.075337531521341,5.761991860668725]",8.39674689506075,"[-6.192266783809403,0.4825876111149888,5.650513224074559]",179.17334454338453,1.7812502522196938,0.871661588596055,1.5777854227432704,"[-0.7162036692599516,4.0891868983422075,7.246175393664012]",1.0973437699994975,1.4062880269993911,,,,,,[],,False,0
R03_wrist_charuco_20260915_103743_184821162,right,lingbot,FDP,rep01,True,accepted,True,available,100,0.375729501247406,"[645.5155679824929,-388.2112315500154,558.4807050873616]",,"[4.111742691875309,9.916503742027238,7.634760035767907]",13.173193812951702,"[-10.242155207281504,3.803604935687858,7.35961150039568]",179.08725029449627,1.0084129758361784,0.9328453758349724,0.428692117366046,"[4.3705459133888125,9.221816326714317,9.091362340385988]",0.9815536250007426,1.272537659999216,,,,,,[],,False,0
R03_wrist_charuco_20260915_103743_184821162,right,lingbot,FDP,rep02,True,accepted,True,available,100,0.375729501247406,"[645.5155679824929,-388.2112315500154,558.4807050873616]",,"[4.111742691875309,9.916503742027238,7.634760035767907]",13.173193812951702,"[-10.242155207281504,3.803604935687858,7.35961150039568]",179.08725029449627,1.0084129758361784,0.9328453758349724,0.428692117366046,"[4.3705459133888125,9.221816326714317,9.091362340385988]",0.9864100049999251,1.2860274149988982,,,,,,[],,False,0
R03_wrist_charuco_20260915_103743_184821162,right,lingbot,FDP,rep03,True,accepted,True,available,100,0.375729501247406,"[645.5155679824929,-388.2112315500154,558.4807050873616]",,"[4.111742691875309,9.916503742027238,7.634760035767907]",13.173193812951702,"[-10.242155207281504,3.803604935687858,7.35961150039568]",179.08725029449627,1.0084129758361784,0.9328453758349724,0.428692117366046,"[4.3705459133888125,9.221816326714317,9.091362340385988]",1.0841943340001308,1.3743347380004707,,,,,,[],,False,0
R03_wrist_charuco_20260915_103743_184821162,right,lingbot,FDP,rep04,True,accepted,True,available,100,0.375729501247406,"[645.5155679824929,-388.2112315500154,558.4807050873616]",,"[4.111742691875309,9.916503742027238,7.634760035767907]",13.173193812951702,"[-10.242155207281504,3.803604935687858,7.35961150039568]",179.08725029449627,1.0084129758361784,0.9328453758349724,0.428692117366046,"[4.3705459133888125,9.221816326714317,9.091362340385988]",0.9827918680002767,1.2712621780010522,,,,,,[],,False,0
R03_wrist_charuco_20260915_103743_184821162,right,lingbot,FDP,rep05,True,accepted,True,available,100,0.375729501247406,"[645.5155679824929,-388.2112315500154,558.4807050873616]",,"[4.111742691875309,9.916503742027238,7.634760035767907]",13.173193812951702,"[-10.242155207281504,3.803604935687858,7.35961150039568]",179.08725029449627,1.0084129758361784,0.9328453758349724,0.428692117366046,"[4.3705459133888125,9.221816326714317,9.091362340385988]",1.1013085640006466,1.391665823999574,,,,,,[],,False,0
R03_wrist_charuco_20260915_103743_184821162,right,lingbot,FDP,warmup,False,accepted,True,available,100,0.375729501247406,"[645.5155679824929,-388.2112315500154,558.4807050873616]",,"[4.111742691875309,9.916503742027238,7.634760035767907]",13.173193812951702,"[-10.242155207281504,3.803604935687858,7.35961150039568]",179.08725029449627,1.0084129758361784,0.9328453758349724,0.428692117366046,"[4.3705459133888125,9.221816326714317,9.091362340385988]",1.1011707580000802,1.3912931459999527,,,,,,[],,False,0
R03_wrist_charuco_20260915_103743_184821162,right,raw,FDP,rep01,True,accepted,True,available,100,0.375729501247406,"[646.8130532029528,-394.0433602318499,553.9482865087492]",,"[5.409227912335113,4.084375060192713,3.1023414571554886]",7.454286602800777,"[-4.202873565788223,5.280079573665849,3.165912544978217]",178.66749386129106,1.4158290168644427,1.321758026935271,0.4785170347460549,"[4.852904957434845,4.387288769924503,4.642997224614809]",1.0496977450002305,1.3394441179989371,,,,,,[],,False,0
R03_wrist_charuco_20260915_103743_184821162,right,raw,FDP,rep02,True,accepted,True,available,100,0.375729501247406,"[646.8130532029528,-394.0433602318499,553.9482865087492]",,"[5.409227912335113,4.084375060192713,3.1023414571554886]",7.454286602800777,"[-4.202873565788223,5.280079573665849,3.165912544978217]",178.66749386129106,1.4158290168644427,1.321758026935271,0.4785170347460549,"[4.852904957434845,4.387288769924503,4.642997224614809]",25.718150450000394,26.008791184000074,,,,,,[],,False,0
R03_wrist_charuco_20260915_103743_184821162,right,raw,FDP,rep03,True,accepted,True,available,100,0.375729501247406,"[646.8130532029528,-394.0433602318499,553.9482865087492]",,"[5.409227912335113,4.084375060192713,3.1023414571554886]",7.454286602800777,"[-4.202873565788223,5.280079573665849,3.165912544978217]",178.66749386129106,1.4158290168644427,1.321758026935271,0.4785170347460549,"[4.852904957434845,4.387288769924503,4.642997224614809]",1.0818484100000205,1.371174402998804,,,,,,[],,False,0
R03_wrist_charuco_20260915_103743_184821162,right,raw,FDP,rep04,True,accepted,True,available,100,0.375729501247406,"[646.8130532029528,-394.0433602318499,553.9482865087492]",,"[5.409227912335113,4.084375060192713,3.1023414571554886]",7.454286602800777,"[-4.202873565788223,5.280079573665849,3.165912544978217]",178.66749386129106,1.4158290168644427,1.321758026935271,0.4785170347460549,"[4.852904957434845,4.387288769924503,4.642997224614809]",1.0839834229991538,1.3739103190000606,,,,,,[],,False,0
R03_wrist_charuco_20260915_103743_184821162,right,raw,FDP,rep05,True,accepted,True,available,100,0.375729501247406,"[646.8130532029528,-394.0433602318499,553.9482865087492]",,"[5.409227912335113,4.084375060192713,3.1023414571554886]",7.454286602800777,"[-4.202873565788223,5.280079573665849,3.165912544978217]",178.66749386129106,1.4158290168644427,1.321758026935271,0.4785170347460549,"[4.852904957434845,4.387288769924503,4.642997224614809]",0.981995257001472,1.270801038999707,,,,,,[],,False,0
R03_wrist_charuco_20260915_103743_184821162,right,raw,FDP,warmup,False,accepted,True,available,100,0.375729501247406,"[646.8130532029528,-394.0433602318499,553.9482865087492]",,"[5.409227912335113,4.084375060192713,3.1023414571554886]",7.454286602800777,"[-4.202873565788223,5.280079573665849,3.165912544978217]",178.66749386129106,1.4158290168644427,1.321758026935271,0.4785170347460549,"[4.852904957434845,4.387288769924503,4.642997224614809]",1.0999122190005437,1.3908728980004526,,,,,,[],,False,0
R04_00_wrist_charuco_20260915_104526_910331328,right,lingbot,FDP,rep01,True,accepted,True,available,100,0.3214550018310547,"[691.2622148150144,40.23900569575084,553.3771677690249]",,"[2.6110042690159485,7.878338349657538,-1.5217776250094905]",8.43809016214473,"[-7.836407533047688,2.706922860072676,-1.5699207591764328]",178.4730008460438,2.7298982660777718,1.5054973176945907,2.262744319529101,"[-0.5764280906978003,8.988922055672218,0.08809212554694579]",0.9982129209984123,1.290892401999372,,,,,,[],,False,0
R04_00_wrist_charuco_20260915_104526_910331328,right,lingbot,FDP,rep02,True,accepted,True,available,100,0.3214550018310547,"[691.2622148150144,40.23900569575084,553.3771677690249]",,"[2.6110042690159485,7.878338349657538,-1.5217776250094905]",8.43809016214473,"[-7.836407533047688,2.706922860072676,-1.5699207591764328]",178.4730008460438,2.7298982660777718,1.5054973176945907,2.262744319529101,"[-0.5764280906978003,8.988922055672218,0.08809212554694579]",1.080706693999673,1.3744445629999973,,,,,,[],,False,0
R04_00_wrist_charuco_20260915_104526_910331328,right,lingbot,FDP,rep03,True,accepted,True,available,100,0.3214550018310547,"[691.2622148150144,40.23900569575084,553.3771677690249]",,"[2.6110042690159485,7.878338349657538,-1.5217776250094905]",8.43809016214473,"[-7.836407533047688,2.706922860072676,-1.5699207591764328]",178.4730008460438,2.7298982660777718,1.5054973176945907,2.262744319529101,"[-0.5764280906978003,8.988922055672218,0.08809212554694579]",0.9937830770013534,1.2878521700004057,,,,,,[],,False,0
R04_00_wrist_charuco_20260915_104526_910331328,right,lingbot,FDP,rep04,True,accepted,True,available,100,0.3214550018310547,"[691.2622148150144,40.23900569575084,553.3771677690249]",,"[2.6110042690159485,7.878338349657538,-1.5217776250094905]",8.43809016214473,"[-7.836407533047688,2.706922860072676,-1.5699207591764328]",178.4730008460438,2.7298982660777718,1.5054973176945907,2.262744319529101,"[-0.5764280906978003,8.988922055672218,0.08809212554694579]",1.0714427279999654,1.3646027279992268,,,,,,[],,False,0
R04_00_wrist_charuco_20260915_104526_910331328,right,lingbot,FDP,rep05,True,accepted,True,available,100,0.3214550018310547,"[691.2622148150144,40.23900569575084,553.3771677690249]",,"[2.6110042690159485,7.878338349657538,-1.5217776250094905]",8.43809016214473,"[-7.836407533047688,2.706922860072676,-1.5699207591764328]",178.4730008460438,2.7298982660777718,1.5054973176945907,2.262744319529101,"[-0.5764280906978003,8.988922055672218,0.08809212554694579]",0.9854420079991542,1.2793041939985415,,,,,,[],,False,0
R04_00_wrist_charuco_20260915_104526_910331328,right,lingbot,FDP,warmup,False,accepted,True,available,100,0.3214550018310547,"[691.2622148150144,40.23900569575084,553.3771677690249]",,"[2.6110042690159485,7.878338349657538,-1.5217776250094905]",8.43809016214473,"[-7.836407533047688,2.706922860072676,-1.5699207591764328]",178.4730008460438,2.7298982660777718,1.5054973176945907,2.262744319529101,"[-0.5764280906978003,8.988922055672218,0.08809212554694579]",1.0860731800003123,1.3789013730001898,,,,,,[],,False,0
R04_00_wrist_charuco_20260915_104526_910331328,right,raw,FDP,rep01,True,accepted,True,available,100,0.3214550018310547,"[693.448941276916,39.14536138658842,555.5795737648432]",,"[4.797730730917493,6.784694040495115,0.6806283708088445]",8.337478537823648,"[-6.786919881139239,4.783044661252775,0.7574633087669604]",178.6916104474584,1.4993054067177023,1.342050362520581,0.7321112580922201,"[5.183059048318728,5.679492812194983,2.1327473314167733]",1.0974262389991054,1.3965315119985462,,,,,,[],,False,0
R04_00_wrist_charuco_20260915_104526_910331328,right,raw,FDP,rep02,True,accepted,True,available,100,0.3214550018310547,"[693.448941276916,39.14536138658842,555.5795737648432]",,"[4.797730730917493,6.784694040495115,0.6806283708088445]",8.337478537823648,"[-6.786919881139239,4.783044661252775,0.7574633087669604]",178.6916104474584,1.4993054067177023,1.342050362520581,0.7321112580922201,"[5.183059048318728,5.679492812194983,2.1327473314167733]",1.090233390999856,1.389749555999515,,,,,,[],,False,0
R04_00_wrist_charuco_20260915_104526_910331328,right,raw,FDP,rep03,True,accepted,True,available,100,0.3214550018310547,"[693.448941276916,39.14536138658842,555.5795737648432]",,"[4.797730730917493,6.784694040495115,0.6806283708088445]",8.337478537823648,"[-6.786919881139239,4.783044661252775,0.7574633087669604]",178.6916104474584,1.4993054067177023,1.342050362520581,0.7321112580922201,"[5.183059048318728,5.679492812194983,2.1327473314167733]",1.0696903689986357,1.367442029999438,,,,,,[],,False,0
R04_00_wrist_charuco_20260915_104526_910331328,right,raw,FDP,rep04,True,accepted,True,available,100,0.3214550018310547,"[693.448941276916,39.14536138658842,555.5795737648432]",,"[4.797730730917493,6.784694040495115,0.6806283708088445]",8.337478537823648,"[-6.786919881139239,4.783044661252775,0.7574633087669604]",178.6916104474584,1.4993054067177023,1.342050362520581,0.7321112580922201,"[5.183059048318728,5.679492812194983,2.1327473314167733]",1.0028839280003012,1.3039271650013688,,,,,,[],,False,0
R04_00_wrist_charuco_20260915_104526_910331328,right,raw,FDP,rep05,True,accepted,True,available,100,0.3214550018310547,"[693.448941276916,39.14536138658842,555.5795737648432]",,"[4.797730730917493,6.784694040495115,0.6806283708088445]",8.337478537823648,"[-6.786919881139239,4.783044661252775,0.7574633087669604]",178.6916104474584,1.4993054067177023,1.342050362520581,0.7321112580922201,"[5.183059048318728,5.679492812194983,2.1327473314167733]",1.0525125980002485,1.3526668190006603,,,,,,[],,False,0
R04_00_wrist_charuco_20260915_104526_910331328,right,raw,FDP,warmup,False,accepted,True,available,100,0.3214550018310547,"[693.448941276916,39.14536138658842,555.5795737648432]",,"[4.797730730917493,6.784694040495115,0.6806283708088445]",8.337478537823648,"[-6.786919881139239,4.783044661252775,0.7574633087669604]",178.6916104474584,1.4993054067177023,1.342050362520581,0.7321112580922201,"[5.183059048318728,5.679492812194983,2.1327473314167733]",1.068240214999605,1.3669508539987874,,,,,,[],,False,0
R04_10_wrist_charuco_20260915_105839_488564574,right,lingbot,FDP,rep01,True,accepted,True,available,100,0.2696314752101898,"[690.0700293317108,40.73458283156617,560.4817559320708]",,"[2.8900828822555624,8.658740472583276,5.837596422711311]",10.835307915897461,"[-8.788135094573128,2.6343039741321457,5.7648089095575346]",178.35393127114466,1.7529939974674995,1.6514955525766482,0.6028231084110838,"[2.0680263478446426,8.403785740622778,7.3680231034420895]",1.1345458309988317,1.4280154759999277,,,,,,[],,False,0
R04_10_wrist_charuco_20260915_105839_488564574,right,lingbot,FDP,rep02,True,accepted,True,available,100,0.2696314752101898,"[690.0700293317108,40.73458283156617,560.4817559320708]",,"[2.8900828822555624,8.658740472583276,5.837596422711311]",10.835307915897461,"[-8.788135094573128,2.6343039741321457,5.7648089095575346]",178.35393127114466,1.7529939974674995,1.6514955525766482,0.6028231084110838,"[2.0680263478446426,8.403785740622778,7.3680231034420895]",1.0819922680002492,1.3722585479990812,,,,,,[],,False,0
R04_10_wrist_charuco_20260915_105839_488564574,right,lingbot,FDP,rep03,True,accepted,True,available,100,0.2696314752101898,"[690.0700293317108,40.73458283156617,560.4817559320708]",,"[2.8900828822555624,8.658740472583276,5.837596422711311]",10.835307915897461,"[-8.788135094573128,2.6343039741321457,5.7648089095575346]",178.35393127114466,1.7529939974674995,1.6514955525766482,0.6028231084110838,"[2.0680263478446426,8.403785740622778,7.3680231034420895]",1.0999373550002929,1.390917389999231,,,,,,[],,False,0
R04_10_wrist_charuco_20260915_105839_488564574,right,lingbot,FDP,rep04,True,accepted,True,available,100,0.2696314752101898,"[690.0700293317108,40.73458283156617,560.4817559320708]",,"[2.8900828822555624,8.658740472583276,5.837596422711311]",10.835307915897461,"[-8.788135094573128,2.6343039741321457,5.7648089095575346]",178.35393127114466,1.7529939974674995,1.6514955525766482,0.6028231084110838,"[2.0680263478446426,8.403785740622778,7.3680231034420895]",1.0439139049994992,1.335160430000542,,,,,,[],,False,0
R04_10_wrist_charuco_20260915_105839_488564574,right,lingbot,FDP,rep05,True,accepted,True,available,100,0.2696314752101898,"[690.0700293317108,40.73458283156617,560.4817559320708]",,"[2.8900828822555624,8.658740472583276,5.837596422711311]",10.835307915897461,"[-8.788135094573128,2.6343039741321457,5.7648089095575346]",178.35393127114466,1.7529939974674995,1.6514955525766482,0.6028231084110838,"[2.0680263478446426,8.403785740622778,7.3680231034420895]",1.0003964269999415,1.2909484379997593,,,,,,[],,False,0
R04_10_wrist_charuco_20260915_105839_488564574,right,lingbot,FDP,warmup,False,accepted,True,available,100,0.2696314752101898,"[690.0700293317108,40.73458283156617,560.4817559320708]",,"[2.8900828822555624,8.658740472583276,5.837596422711311]",10.835307915897461,"[-8.788135094573128,2.6343039741321457,5.7648089095575346]",178.35393127114466,1.7529939974674995,1.6514955525766482,0.6028231084110838,"[2.0680263478446426,8.403785740622778,7.3680231034420895]",0.9669063740002457,1.258226759999161,,,,,,[],,False,0
R04_10_wrist_charuco_20260915_105839_488564574,right,raw,FDP,rep01,True,accepted,True,available,100,0.2696314752101898,"[693.425900668759,32.220580720140504,560.0386807436905]",,"[6.24595421930374,0.14473836115760919,5.394521234331151]",8.254317212857673,"[-0.26028726131519003,5.983201088110028,5.680432019777589]",178.68196644775966,1.591822832919996,1.3603220623497236,0.8925341565325262,"[6.458694093169126,-1.2450339278668836,6.843410639735703]",1.0814705020002293,1.3808731909994094,,,,,,[],,False,0
R04_10_wrist_charuco_20260915_105839_488564574,right,raw,FDP,rep02,True,accepted,True,available,100,0.2696314752101898,"[693.425900668759,32.220580720140504,560.0386807436905]",,"[6.24595421930374,0.14473836115760919,5.394521234331151]",8.254317212857673,"[-0.26028726131519003,5.983201088110028,5.680432019777589]",178.68196644775966,1.591822832919996,1.3603220623497236,0.8925341565325262,"[6.458694093169126,-1.2450339278668836,6.843410639735703]",1.0601719910009706,1.3593736519997037,,,,,,[],,False,0
R04_10_wrist_charuco_20260915_105839_488564574,right,raw,FDP,rep03,True,accepted,True,available,100,0.2696314752101898,"[693.425900668759,32.220580720140504,560.0386807436905]",,"[6.24595421930374,0.14473836115760919,5.394521234331151]",8.254317212857673,"[-0.26028726131519003,5.983201088110028,5.680432019777589]",178.68196644775966,1.591822832919996,1.3603220623497236,0.8925341565325262,"[6.458694093169126,-1.2450339278668836,6.843410639735703]",1.0756776700000046,1.3802798300002905,,,,,,[],,False,0
R04_10_wrist_charuco_20260915_105839_488564574,right,raw,FDP,rep04,True,accepted,True,available,100,0.2696314752101898,"[693.425900668759,32.220580720140504,560.0386807436905]",,"[6.24595421930374,0.14473836115760919,5.394521234331151]",8.254317212857673,"[-0.26028726131519003,5.983201088110028,5.680432019777589]",178.68196644775966,1.591822832919996,1.3603220623497236,0.8925341565325262,"[6.458694093169126,-1.2450339278668836,6.843410639735703]",1.087351934000253,1.3860569030002807,,,,,,[],,False,0
R04_10_wrist_charuco_20260915_105839_488564574,right,raw,FDP,rep05,True,accepted,True,available,100,0.2696314752101898,"[693.425900668759,32.220580720140504,560.0386807436905]",,"[6.24595421930374,0.14473836115760919,5.394521234331151]",8.254317212857673,"[-0.26028726131519003,5.983201088110028,5.680432019777589]",178.68196644775966,1.591822832919996,1.3603220623497236,0.8925341565325262,"[6.458694093169126,-1.2450339278668836,6.843410639735703]",1.0745763359991543,1.374014103999798,,,,,,[],,False,0
R04_10_wrist_charuco_20260915_105839_488564574,right,raw,FDP,warmup,False,accepted,True,available,100,0.2696314752101898,"[693.425900668759,32.220580720140504,560.0386807436905]",,"[6.24595421930374,0.14473836115760919,5.394521234331151]",8.254317212857673,"[-0.26028726131519003,5.983201088110028,5.680432019777589]",178.68196644775966,1.591822832919996,1.3603220623497236,0.8925341565325262,"[6.458694093169126,-1.2450339278668836,6.843410639735703]",1.1035338889996638,1.4038189290004084,,,,,,[],,False,0
L01_wrist_charuco_20260915_093818_877801116,left,raw,V5-original,warmup,False,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.511317902000883,,16.308277357000406,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,V5-original,rep01,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.542876371999228,,16.358486656999958,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,V5-original,rep02,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.29398631300137,,16.108461265999722,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,V5-original,rep03,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.26523202899989,,16.058476373000303,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,V5-original,rep04,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.310041319000447,,16.10764290299994,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,V5-original,rep05,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.31460553099896,,16.158442982999986,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,BCM,warmup,False,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.553617376999682,,16.608796402000735,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,BCM,rep01,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.190174520001165,,16.210155132999716,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,BCM,rep02,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.081471118999616,,16.10805038000035,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,BCM,rep03,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.18816416899972,,16.207931789000213,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,BCM,rep04,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.188486610000837,,16.208981075000338,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,BCM,rep05,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.20522510400042,,16.25801232500089,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,R1,warmup,False,rejected,False,unavailable,4,,,"[972.0402753312202,-39.24801510877389,510.5460929647014]",,,,,,,,,0.7381383399988408,,1.7709416050001892,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,R1,rep01,True,rejected,False,unavailable,4,,,"[972.0402753312202,-39.24801510877389,510.5460929647014]",,,,,,,,,0.7159146239991969,,1.7208393279997836,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,R1,rep02,True,rejected,False,unavailable,4,,,"[972.0402753312202,-39.24801510877389,510.5460929647014]",,,,,,,,,0.7257659740007512,,1.7202272119993722,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,R1,rep03,True,rejected,False,unavailable,4,,,"[972.0402753312202,-39.24801510877389,510.5460929647014]",,,,,,,,,0.7245989490002103,,1.7703018180000072,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,R1,rep04,True,rejected,False,unavailable,4,,,"[972.0402753312202,-39.24801510877389,510.5460929647014]",,,,,,,,,0.7337327879995428,,1.7702003460017295,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,R1,rep05,True,rejected,False,unavailable,4,,,"[972.0402753312202,-39.24801510877389,510.5460929647014]",,,,,,,,,0.7184287619984389,,1.7200724750000518,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,RM,warmup,False,rejected,False,unavailable,4,,,"[972.0402753312202,-39.24801510877389,510.5460929647014]",,,,,,,,,3.2346196329999657,,4.276458460999493,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,RM,rep01,True,rejected,False,unavailable,4,,,"[972.0402753312202,-39.24801510877389,510.5460929647014]",,,,,,,,,3.268127776000256,,4.327014155000143,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,RM,rep02,True,rejected,False,unavailable,4,,,"[972.0402753312202,-39.24801510877389,510.5460929647014]",,,,,,,,,3.2006396610013326,,4.226564515000064,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,RM,rep03,True,rejected,False,unavailable,4,,,"[972.0402753312202,-39.24801510877389,510.5460929647014]",,,,,,,,,3.225189192000471,,4.226714663000166,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,RM,rep04,True,rejected,False,unavailable,4,,,"[972.0402753312202,-39.24801510877389,510.5460929647014]",,,,,,,,,3.175195965999592,,4.177500629999486,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,RM,rep05,True,rejected,False,unavailable,4,,,"[972.0402753312202,-39.24801510877389,510.5460929647014]",,,,,,,,,3.218615100999159,,4.227518824000072,,,,,"[""ambiguous_inner_outer_surface_hypotheses""]",,False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,R1F,warmup,False,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.68874984300055,,16.71374636800101,0.7166395610001928,14.971181109998724,15.687820670998917,True,"[""ambiguous_inner_outer_surface_hypotheses""]","[""ambiguous_inner_outer_surface_hypotheses""]",False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,R1F,rep01,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.79727911900045,,16.812031376999585,0.7066159009991679,15.089711580998483,15.79632748199765,True,"[""ambiguous_inner_outer_surface_hypotheses""]","[""ambiguous_inner_outer_surface_hypotheses""]",False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,R1F,rep02,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,16.053860005000388,,17.061126675000196,0.7299456619984994,15.322764812999594,16.052710474998094,True,"[""ambiguous_inner_outer_surface_hypotheses""]","[""ambiguous_inner_outer_surface_hypotheses""]",False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,R1F,rep03,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.904617060999954,,16.960676296999736,0.7304218179997406,15.173238103001495,15.903659921001235,True,"[""ambiguous_inner_outer_surface_hypotheses""]","[""ambiguous_inner_outer_surface_hypotheses""]",False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,R1F,rep04,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.920068403000187,,16.960970494999856,0.7096817860001465,15.209460453001157,15.919142239001303,True,"[""ambiguous_inner_outer_surface_hypotheses""]","[""ambiguous_inner_outer_surface_hypotheses""]",False,3
L01_wrist_charuco_20260915_093818_877801116,left,raw,R1F,rep05,True,rejected,False,unavailable,4,,,"[971.7607696931768,-41.30643473761008,509.2327204954797]",,,,,,,,,15.821129201000076,,16.81223274200056,0.7104288430000452,15.109831602001577,15.820260445001622,True,"[""ambiguous_inner_outer_surface_hypotheses""]","[""ambiguous_inner_outer_surface_hypotheses""]",False,3
