frame_id,branch,original_time_s,exact_time_s,fast_time_median_s,fast_time_p95_s,original_x_m,original_y_m,original_z_m,original_roll_deg,original_pitch_deg,original_yaw_deg,exact_x_m,exact_y_m,exact_z_m,exact_roll_deg,exact_pitch_deg,exact_yaw_deg,fast_x_m,fast_y_m,fast_z_m,fast_roll_deg,fast_pitch_deg,fast_yaw_deg,exact_dx_mm,exact_dy_mm,exact_dz_mm,exact_center_delta_mm,exact_droll_deg,exact_dpitch_deg,exact_dyaw_deg,fast_dx_mm,fast_dy_mm,fast_dz_mm,fast_center_delta_mm,fast_droll_deg,fast_dpitch_deg,fast_dyaw_deg,fast_repeat_center_jitter_mm,fast_repeat_count
L04_10_wrist_charuco_20260915_104717_786588568,lingbot,6.736327667000296,4.173080427999594,2.9051993829999674,2.915474029400002,0.6972631197492635,0.019987323309730742,0.5289485039063165,4.015773093314746,-1.467952843984488,89.73382550210468,0.6972631197492635,0.019987323309730742,0.5289485039063165,4.015773093314746,-1.467952843984488,89.73382550210468,0.6967788567919526,0.02033788778694251,0.5292242530377695,3.448968674860284,-1.685774923928239,90.25479001935467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4842629573108548,0.35056447721176776,0.27574913145300695,0.6583643732791915,-0.5668044184544669,-0.21782207994374403,0.520964517249979,0.0,5
L04_10_wrist_charuco_20260915_104717_786588568,raw,6.7883024209986615,4.1788304159999825,2.8998875220000855,2.907232759999988,0.6922300340696239,0.41781319376255627,0.5355186290584468,1.4618285000771645,-0.04579861253365994,90.90995900068368,0.6922300340696239,0.41781319376255627,0.5355186290584468,1.4618285000771645,-0.04579861253365994,90.90995900068368,0.6931931838655911,0.41704440644563345,0.5344260575280876,1.52227292122137,0.5448079474180352,90.7681642070145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963149795967233,-0.7687873169228143,-1.0925715303592431,1.646937769645423,0.060444421144211447,0.5906065599517092,-0.14179479366919168,0.0,5
L04_wrist_charuco_20260915_104358_532673829,lingbot,6.854646030000367,4.162574620000669,2.8905657880000035,2.903219412200019,0.6955710604914921,0.024209679844613363,0.5317020209221842,5.74304398942052,-2.1265818864389985,90.16821285205154,0.6955710604914921,0.024209679844613363,0.5317020209221842,5.74304398942052,-2.1265818864389985,90.16821285205154,0.6982059592731833,0.02308111828417586,0.5333016395606603,4.671991722124821,-2.1233979882207614,90.53588470806709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6348987816912084,-1.128561560437502,1.5996186384761302,3.282548183045478,-1.0710522672956984,0.0031838982182250675,0.36767185601553365,0.0,5
L04_wrist_charuco_20260915_104358_532673829,raw,6.957480229000794,4.189236792000884,2.9043234350000375,2.9070001419999927,0.6966208356422297,0.02743770148075364,0.5336471970451957,3.588754675025388,-1.279489925204298,90.35861641122689,0.6966208356422297,0.02743770148075364,0.5336471970451957,3.588754675025388,-1.279489925204298,90.35861641122689,0.6991502248273724,0.025003680115348703,0.5372054122797353,4.642930967408422,-1.2760671409510438,90.90468472422623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.529389185142783,-2.434021365404937,3.5582152345395857,4.998316247745293,1.0541762923830333,0.0034227842532459363,0.5460683129993527,0.0,5
R01_wrist_charuco_20260915_093900_967150252,lingbot,6.950529284000368,4.141719631001251,2.894231902999991,2.9003381131999504,0.9690242965877713,-0.04108463627566067,0.526876651094287,0.4431613930299512,0.7329781577858544,90.76031267415193,0.9690242965877713,-0.04108463627566067,0.526876651094287,0.4431613930299512,0.7329781577858544,90.76031267415193,0.968203630764124,-0.04291011049127297,0.524672585936703,0.8675860793526964,1.0555737278974815,90.52584958501409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8206658236473707,-1.8254742156122994,-2.2040651575840897,2.9772053548326722,0.42442468632273744,0.3225955701116163,-0.2344630891378472,0.0,5
R01_wrist_charuco_20260915_093900_967150252,raw,7.133781187998466,4.161348972000269,2.8941740220000156,2.9017877197999953,0.9680795777702929,-0.05239320651844315,0.5264212034122823,2.1110991906878214,0.3238114328673712,90.48358664203737,0.9680795777702929,-0.05239320651844315,0.5264212034122823,2.1110991906878214,0.3238114328673712,90.48358664203737,0.9664558856454448,-0.051173967929144026,0.5274226114145937,2.1317259338203574,0.6640488495622467,90.15708663540681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6236921248480307,1.2192385892991209,1.0014080023114103,2.2640090196425793,0.02062674313253865,0.34023741669486185,-0.32650000663056744,0.0,5
R01_wrist_charuco_20260915_094033_680788016,lingbot,7.114822383000501,4.169798824999816,2.8880848360000755,2.896815964400048,1.2495672524770127,-0.034037728861038175,0.5349702800869504,-0.1846216145536697,1.7677488274548034,86.7284424701698,1.2495672524770127,-0.034037728861038175,0.5349702800869504,-0.1846216145536697,1.7677488274548034,86.7284424701698,1.2321907809405432,-0.027481214164279677,0.5337012754334924,5.859323402606138,-1.5931290582104445,89.04489610677831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.376471536469484,6.556514696758498,-1.269004653457917,18.615585428265266,6.043945017159814,-3.3608778856652464,2.3164536366085144,0.0,5
R01_wrist_charuco_20260915_094033_680788016,raw,7.220811571998638,4.160261940000055,2.8868390290000434,2.906868704599924,0.959329220125844,-0.022073963504147476,0.5460946411521064,0.7651638604312756,0.09545157007299934,91.17273867890005,0.959329220125844,-0.022073963504147476,0.5460946411521064,0.7651638604312756,0.09545157007299934,91.17273867890005,0.9558952503375433,-0.02419127483518102,0.5503889031362271,-1.3525744364356203,-0.3818193120141124,89.0614774158866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4339697883006837,-2.1173113310335445,4.294261984120751,5.892015085499151,-2.1177382968668894,-0.47727088208711166,-2.111261263013432,0.0,5
R02_wrist_charuco_20260915_100308_809523978,lingbot,7.191042152000591,4.165116796000802,2.8942391169999837,2.907250707600042,0.7677472571889019,-0.012406076124324428,0.5478222633778551,1.8849998880008758,-1.001004103684049,91.09186435147174,0.7677472571889019,-0.012406076124324428,0.5478222633778551,1.8849998880008758,-1.001004103684049,91.09186435147174,0.7660385403478571,-0.018237970296207107,0.547765532145316,1.2686058346855993,0.5321319543849049,89.8480466359538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7087168410447884,-5.831894171882679,-0.05673123253913115,6.077328467974613,-0.6163940533152754,1.5331360580689477,-1.2438177155179346,0.0,5
R02_wrist_charuco_20260915_100308_809523978,raw,7.252972988999318,4.1819135679998,2.883392752999953,2.892535295999983,1.07604882440092,0.42002026837741596,0.403612904974168,-6.799382653607357,-10.671977182654093,91.4302871931962,1.07604882440092,0.42002026837741596,0.403612904974168,-6.799382653607357,-10.671977182654093,91.4302871931962,1.0789158719404468,0.4145629785101537,0.4021525818087328,-8.411282610031115,-9.907084837985758,89.99665862340454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8670475395267125,-5.457289867262238,-1.4603231654352067,6.33518097900415,-1.6118999564237697,0.7648923446683398,-1.433628569791665,0.0,5
R03_wrist_charuco_20260915_103743_184821162,lingbot,7.290549784000177,4.174620379000771,2.9062052919999815,2.9188644160000194,0.6488885778125405,0.0028272037662749328,0.559750717216894,1.3130589643167276,4.924737669129854,88.39487242782774,0.6488885778125405,0.0028272037662749328,0.559750717216894,1.3130589643167276,4.924737669129854,88.39487242782774,0.6458477723068331,0.010759767647978258,0.5623926209087732,1.904844258946727,2.849928060044034,89.05685112173143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0408055057074,7.9325638817033255,2.6419036918792216,8.896725407587311,0.5917852946300002,-2.0748096090858326,0.6619786939036771,0.0,5
R03_wrist_charuco_20260915_103743_184821162,raw,7.270832631000303,4.165706759999011,2.8890931789999286,2.9202245149999952,0.6502460698788977,-0.004163344072054986,0.5614988272469033,3.878475242292247,3.5545944906999893,89.14845182367931,0.6502460698788977,-0.004163344072054986,0.5614988272469033,3.878475242292247,3.5545944906999893,89.14845182367931,0.6498944060502874,-0.0024307612602069706,0.5652076485260247,1.9821002271091628,0.6789970158163253,88.09627724985226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35166382861029355,1.7325828118480158,3.7088212791214215,4.108633097360713,-1.8963750151830823,-2.8755974748836763,-1.0521745738270454,0.0,5
R04_00_wrist_charuco_20260915_104526_910331328,lingbot,7.319037694998769,4.166322835999381,2.904328496000062,2.926348201400015,0.6952037798315049,0.03354851655243535,0.5573097388761005,0.23595292935995357,1.118539118582458,88.25058594608521,0.6952037798315049,0.03354851655243535,0.5573097388761005,0.23595292935995357,1.118539118582458,88.25058594608521,0.6901745234700021,0.031124336948320452,0.5546139549054018,1.8607766975175113,-0.04825453342842182,88.03930345427275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.029256361502865,-2.4241796041148955,-2.6957839706986952,6.199783667145146,1.6248237681575688,-1.166793652010881,-0.2112824918124545,0.0,5
R04_00_wrist_charuco_20260915_104526_910331328,raw,7.311037616000249,4.176375596000071,2.891790255999922,2.902330042200083,0.5902756759754045,-0.09129821667836802,0.8971458381647426,-7.720239612371749,-44.125142891146005,109.92489064342148,0.5902756759754045,-0.09129821667836802,0.8971458381647426,-7.720239612371749,-44.125142891146005,109.92489064342148,0.533850409854247,-0.06585333267467436,1.0100310245111592,-21.769116654158243,62.91839549818116,76.40041896387996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.425266121157506,25.44488400369366,112.88518634641665,128.74128349239837,-14.048877041786483,107.04353838932718,-33.524471679541534,0.0,5
R04_10_wrist_charuco_20260915_105839_488564574,lingbot,7.3137099420000595,4.1614078160000645,2.901088935000189,2.911589359799973,0.6884691437530304,0.036504053756620136,0.5598118955947281,3.29786439683669,0.14699743853510783,88.58353439372767,0.6884691437530304,0.036504053756620136,0.5598118955947281,3.29786439683669,0.14699743853510783,88.58353439372767,0.689147332880389,0.036752653466529395,0.5556523070427429,3.8524043944311974,0.6787392424358438,88.84159259339756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6781891273586194,0.2485997099092585,-4.159588551985172,4.221838370904376,0.5545399975945031,0.5317418039007293,0.25805819966990384,0.0,5
R04_10_wrist_charuco_20260915_105839_488564574,raw,7.379918392998661,4.173056992000056,2.897095917999877,2.9092257785999664,0.994637250423115,0.4457806133693156,0.4831279904088569,13.94378179108908,-21.96783437191537,95.30942003046795,0.994637250423115,0.4457806133693156,0.4831279904088569,13.94378179108908,-21.96783437191537,95.30942003046795,1.0084866399270682,0.4411557966774934,0.4662988352926988,14.464185714585382,-18.530210781167774,94.24708108473207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.849389503953201,-4.624816691822242,-16.829155116158123,22.280372101670068,0.5204039234963034,3.4376235907475916,-1.0623389457358599,0.0,5
