capture,method,depth_used,camera_arm,board_reference_status,board_corners,formal_attempts,accepted_count,rejected_count,status_summary,reported_source,reported_delta_x_mm,reported_delta_y_mm,reported_delta_z_mm,reported_center_distance_mm,reported_yaw_delta_sym180_deg,formal_accepted_delta_x_mm,formal_accepted_delta_y_mm,formal_accepted_delta_z_mm,formal_accepted_center_distance_mm,formal_accepted_yaw_delta_sym180_deg,rejected_candidate_delta_x_mm,rejected_candidate_delta_y_mm,rejected_candidate_delta_z_mm,rejected_candidate_center_distance_mm,rejected_candidate_yaw_delta_sym180_deg,primary_time_s,time_p90_s,accepted_time_s,rejected_time_s,container_wall_median_s,rejection_reasons,fallback_triggered_count
R03_wrist_charuco_20260915_103743_184821162,RM,lingbot,right,available,100,5,0,5,rejected,rejected_candidate_diagnostic,-2.954876087507108,6.429122979898894,-5.506184748321541,8.965655885981466,0.6564531543256464,,,,,,-2.954876087507108,6.429122979898894,-5.506184748321541,8.965655885981466,0.6564531543256464,8.07476352500089,8.169773596399319,,8.07476352500089,9.091830628996831,"[""mask_touches_image_border"",""visible_shell_residual_or_coverage_too_low""]",0
R03_wrist_charuco_20260915_103743_184821162,R1F,lingbot,right,available,100,5,0,5,rejected,rejected_candidate_diagnostic,-3.5665885001764375,7.04862341546092,-5.352230455290985,9.542013227255511,0.8001435922222981,,,,,,-3.5665885001764375,7.04862341546092,-5.352230455290985,9.542013227255511,0.8001435922222981,25.172582962997694,25.351534568202624,,25.172582962997694,26.185917351998796,"[""mask_touches_image_border"",""visible_shell_residual_or_coverage_too_low""]",5
R04_00_wrist_charuco_20260915_104526_910331328,FDP,raw,right,available,100,5,5,0,accepted,formal_accepted,4.797730730917493,6.784694040495115,0.6806283708088445,8.337478537823648,1.342050362520581,4.797730730917493,6.784694040495115,0.6806283708088445,8.337478537823648,1.342050362520581,,,,,,1.367442029999438,1.3938187295989337,1.367442029999438,,,[],0
R04_00_wrist_charuco_20260915_104526_910331328,V5-original,lingbot,right,available,100,5,0,5,rejected,rejected_candidate_diagnostic,-1.7892944385697884,6.266128683672226,-5.591533784410574,8.586686982209228,1.1048879658236501,,,,,,-1.7892944385697884,6.266128683672226,-5.591533784410574,8.586686982209228,1.1048879658236501,22.415390905000095,22.441521187799662,,22.415390905000095,23.226581832001102,"[""ambiguous_inner_outer_surface_hypotheses""]",0
R04_00_wrist_charuco_20260915_104526_910331328,BCM,lingbot,right,available,100,5,0,5,rejected,rejected_candidate_diagnostic,-1.7892944385697884,6.266128683672226,-5.591533784410574,8.586686982209228,1.1048879658236501,,,,,,-1.7892944385697884,6.266128683672226,-5.591533784410574,8.586686982209228,1.1048879658236501,21.92532344099891,22.135338068399868,,21.92532344099891,22.976014417999977,"[""ambiguous_inner_outer_surface_hypotheses""]",0
R04_00_wrist_charuco_20260915_104526_910331328,R1,lingbot,right,available,100,5,0,5,rejected,rejected_candidate_diagnostic,-1.450558660100354,7.397489712220456,-11.372675561450606,13.64421943149609,0.559665059546262,,,,,,-1.450558660100354,7.397489712220456,-11.372675561450606,13.64421943149609,0.559665059546262,0.7944289200022467,0.8029793904010148,,0.7944289200022467,1.8707420600003388,"[""ambiguous_inner_outer_surface_hypotheses""]",0
R04_00_wrist_charuco_20260915_104526_910331328,RM,lingbot,right,available,100,5,0,5,rejected,rejected_candidate_diagnostic,-1.7892944385697884,6.266128683672226,-5.591533784410574,8.586686982209228,1.1048879658236501,,,,,,-1.7892944385697884,6.266128683672226,-5.591533784410574,8.586686982209228,1.1048879658236501,4.72539318300187,4.752251239399629,,4.72539318300187,5.7814922370016575,"[""ambiguous_inner_outer_surface_hypotheses""]",0
R04_00_wrist_charuco_20260915_104526_910331328,R1F,lingbot,right,available,100,5,0,5,rejected,rejected_candidate_diagnostic,-1.7892944385697884,6.266128683672226,-5.591533784410574,8.586686982209228,1.1048879658236501,,,,,,-1.7892944385697884,6.266128683672226,-5.591533784410574,8.586686982209228,1.1048879658236501,22.823246698997536,22.920590794801683,,22.823246698997536,23.830537728998024,"[""ambiguous_inner_outer_surface_hypotheses""]",5
R04_10_wrist_charuco_20260915_105839_488564574,FDP,raw,right,available,100,5,5,0,accepted,formal_accepted,6.24595421930374,0.14473836115760919,5.394521234331151,8.254317212857673,1.3603220623497236,6.24595421930374,0.14473836115760919,5.394521234331151,8.254317212857673,1.3603220623497236,,,,,,1.3802798300002905,1.3839834181999322,1.3802798300002905,,,[],0
R04_10_wrist_charuco_20260915_105839_488564574,V5-original,lingbot,right,available,100,5,0,5,rejected,rejected_candidate_diagnostic,-2.6871148259638433,4.8822278760526014,-8.569083034939752,10.221835411574189,0.7835514677629476,,,,,,-2.6871148259638433,4.8822278760526014,-8.569083034939752,10.221835411574189,0.7835514677629476,25.486525478001568,25.841463267200016,,25.486525478001568,26.28514897199784,"[""ambiguous_inner_outer_surface_hypotheses""]",0
R04_10_wrist_charuco_20260915_105839_488564574,BCM,lingbot,right,available,100,5,0,5,rejected,rejected_candidate_diagnostic,-2.6871148259638433,4.8822278760526014,-8.569083034939752,10.221835411574189,0.7835514677629476,,,,,,-2.6871148259638433,4.8822278760526014,-8.569083034939752,10.221835411574189,0.7835514677629476,25.308826480999414,25.479597787200326,,25.308826480999414,26.335427827001695,"[""ambiguous_inner_outer_surface_hypotheses""]",0
R04_10_wrist_charuco_20260915_105839_488564574,R1,lingbot,right,available,100,5,0,5,rejected,rejected_candidate_diagnostic,-1.4721564105225626,6.691860944526298,-10.277605535949142,12.352223401092273,0.6009575714489301,,,,,,-1.4721564105225626,6.691860944526298,-10.277605535949142,12.352223401092273,0.6009575714489301,1.326240885999141,1.33579026800071,,1.326240885999141,2.3720135199982906,"[""ambiguous_inner_outer_surface_hypotheses""]",0
R04_10_wrist_charuco_20260915_105839_488564574,RM,lingbot,right,available,100,5,0,5,rejected,rejected_candidate_diagnostic,-2.6871148259638433,4.8822278760526014,-8.569083034939752,10.221835411574189,0.7835514677629476,,,,,,-2.6871148259638433,4.8822278760526014,-8.569083034939752,10.221835411574189,0.7835514677629476,4.801991606000229,4.844098341399513,,4.801991606000229,5.832477446001576,"[""ambiguous_inner_outer_surface_hypotheses""]",0
R04_10_wrist_charuco_20260915_105839_488564574,R1F,lingbot,right,available,100,5,0,5,rejected,rejected_candidate_diagnostic,-2.6871148259638433,4.8822278760526014,-8.569083034939752,10.221835411574189,0.7835514677629476,,,,,,-2.6871148259638433,4.8822278760526014,-8.569083034939752,10.221835411574189,0.7835514677629476,26.763894461000746,26.87458582459876,,26.763894461000746,27.839983314002893,"[""ambiguous_inner_outer_surface_hypotheses""]",5
